Address,City-State-Zip,Neighborhood,Bed-bath,Offer-price,Co-owners,Monthly-cost,Tax-savings,Down-payment,Description,Agent,Gallery-url,Success,source_url,source_Address,source_City-State-Zip,source_Neighborhood,source_Bed-bath,source_Offer-price,source_Co-owners,source_Monthly-cost,source_Tax-savings,source_Down-payment,source_Description,source_Agent,source_Gallery-url,,lat,lng
2241 Sacramento St #5,"San Francisco, CA, 94115",Neighborhood: Pacific Heights,"3 bd, 2.5 ba","$2,195,000 ",3,"$2,745 + $292 (HOA)","$15,878 ","$73,167 ","Handsomely detailed condo situated on the top floor of a stately 8 unit Edwardian. Detached on three sides, this striking 3 bdrm, 2.5 ba residence is bathed in abundant natural light w/sweeping south & west views. Its spacious half-floor layout is ideal for elegant entertaining while its impressive architectural elements - high ceilings, crown moldings, & rich hdwd flrs - infuse the home with timeless style and character. Formal LR w/fplc + FDR. Remodeled kitchen w/breakfast area & ample cabinetry. Master suite w/2 walk-in closets & designer bath. Two add'l bedrooms, separate laundry room, deeded storage, elevator, common south garden & 1 car pkg.  Easy access to the boutiques and fine dining of Fillmore St + Lafayette & Alta Plaza Parks.","Listing provided by Theresa Collins, Paragon Real Estate Group",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324273,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/2241-Sacramento-St-5-94115/950d617dc5133afd52dc,,,,,,,,,,,,,,37.790104,-122.429743
861 27th St,"San Francisco, CA, 94131",Neighborhood: Noe Valley,"3 bd, 2.5 ba","$2,249,000 ",3,"$2,813 ","$16,269 ","$74,967 ","This amazing Noe Valley mid century style home features a perfect floor plan with 3 Bedrooms on the same floor, 2.5 Bathrooms, separate den/office, generous open plan great room with spacious living and dining areas, and an incredible walk-out backyard with amazing City and Bay views. Offering a sleek modern faade, this beautiful home showcases wonderful details including refinished walnut-stained oak floors, modern lighting, skylights, designer finishes, and a large two car garage. Located in highly coveted Noe Valley and overlooking Douglass Dog Park, 861 27th Street is just steps to excellent restaurants, lively cafes, and chic boutiques of 24th Street.","Listing provided by Greg Fulford, Vanguard Properties",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324335,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/861-27th-St-94131/194369c95e811ef1a894,,,,,,,,,,,,,,37.745977,-122.438844
225 Laguna St,"San Francisco, CA, 94102-5622",Neighborhood: Hayes Valley,"3 bd, 2.5 ba","$2,395,000 ",3,"$2,995 + $102 (HOA)","$17,325 ","$79,833 ","This expansive three bedroom, two and  bath two-level condominium with deeded garaged parking has been meticulously remodeled and expanded while retaining the elegance and grandeur of the original structure.  Offering includes an enormous Master Suite with private street entrance, open plan living area with seamless indoor/outdoor flow and direct access to a large deeded deck. This special double-wide parcel features these common elements on undeveloped land that runs from front to back on the lot: a sunny light-filled turfed rear yard, an elevated, landscaped garden and planters, and at street level, gated 2+ car side by side parking.","Listing provided by John C Farnham, Pacific Union International Inc.",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324142,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/225-Laguna-St-94102/d95252f40b1ff88592b4,,,,,,,,,,,,,,37.7732249,-122.42591
407 Missouri St,"San Francisco, CA, 94107",Neighborhood: Potrero Hill,"3 bd, 2 ba","$2,495,000 ",3,"$3,120 ","$18,048 ","$83,167 ","Inspiration Point.  Atop the vibrant Potrero Hill, you will find a showcase of designer finishes that will inspire and delight you.  It is Modern redefined.  Upon entering the house, light beams through a well-placed skylight.  The open Great Room'' greets your eye for the dramatic.  There is a grand island for the kitchen that centers the room and the open living room and outdoor walk-out deck will tickle your sense of entertainment possibilities.  There are two well-appointed bedrooms on this main level.  Heading downstairs takes you to the master suite.  There is a dramatic master bathroom and enormous closet with outside access to a zen oasis just outside. In addition, there is one large car, tons of storage and room for expansion up.","Listing provided by Butch Haze, Compass",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324254,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/407-Missouri-St-94107/8b88ce902a11e04aecb9,,,,,,,,,,,,,,37.761126,-122.396075
221 Chenery St,"San Francisco, CA, 94131",Neighborhood: Glen Park,"3 bd, 2.5 ba","$2,595,000 ",3,"$3,245 ","$18,772 ","$86,500 ","Contemporary Luxury Fairmount Heights Home. Welcome to 221 Chenery, where a unique blend of cutting edge design seamlessly integrates into functionality,practicality and style.  This  3bed/2.5bath + nursery/office home features a modern chef's kitchen with an open floor plan designed for entertaining. The post-less pocketing doors, 18' ceilings, and high end finishes make it the perfect dream home for the discerning family home buyer. For more info visit www.221chenery.com","Listing provided by Michael P Kramer, Keller Williams San Francisco",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324416,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/221-Chenery-St-94131/42c230db2bb671aa450e,,,,,,,,,,,,,,37.7384579,-122.4258447
1450 Franklin St #1302,"San Francisco, CA, 94109",Neighborhood: Van Ness/Civic Center,"3 bd, 3 ba","$4,245,000 ",3,"$5,309 + $440 (HOA)","$30,708 ","$141,500 ","1450 Franklin is a boutique collection of 67 masterfully appointed studio, 1- and 2-bedroom homes and 3-bedroom penthouses in Pacific Heights. Featuring superior finishes, spacious floor plans, private outdoor spaces and breathtaking city views, 1450 Franklin sets a new standard for modern city living. Designed by BDE Architects and Sternberg Benjamin Architects, 1450 Franklin offers carefully curated amenities including a rooftop deck, porte cochre arrival, independent parking spaces, and bicycle parking. Interiors feature hardwood oak floors, Bosch appliances, glass door wine refrigerators, European high gloss cabinets, quartz countertops, Hansgrohe faucets and fixtures and frameless shower doors. All renderingss are representative.","Listing provided by Garrett R Frakes, Polaris Pacific",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324393,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1450-Franklin-St-1302-94109/f4935a62bcf6a2138f79,,,,,,,,,,,,,,37.7881078,-122.4233468
2230 Bush St,"San Francisco, CA, 94115",Neighborhood: Lower Pacific Heights,"3 bd, 3 ba","$4,995,000 ",3,"$6,247 + HOA","$36,133 ","$166,500 ","Dwell Magazine-featured adaptive reuse artistic loft masterpiece set in a former Chinese Laundry/Tooth Powder Factory in the enviable Lower Pac Heights/Fillmore District. Feels like a single-family home in design, layout, and comforts. ~3600 sq', 3 bedrooms/baths, this voluminous space features +/-17' ceilings, 2 internally sited customized cantilevered shipping containers, teak vanities, Wolf & Sub-Zero appliances, and 2-car garage. Custom artisan details throughout. Additional 800+ sq' of outdoor living : Japanese hot tub and shower, grill, and massive catamaran-style hammock. Privacy, sophistication, true NY SOHO loft living in an established vibrant neighborhood. 98 Walk Score;6 Michelin-starred restaurants nearby. No HOA dues.","Listing provided by Payton R Stiewe, Pacific Union International Inc.",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324143,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/2230-Bush-St-94115/210eb4df86be8e148678,,,,,,,,,,,,,,37.7870529,-122.4340451
301 Main St #37B,"San Francisco, CA, 94105",Neighborhood: South Beach,"3 bd, 3.5 ba","$12,500,000 ",3,"$15,632 + $409 (HOA)","$90,423 ","$416,667 ","Fall in Love. San Francisco's Premier Penthouse home occupies the entire Eastern half of the Top Floor of Tower I at The Infinity. The floor to Ceiling Windows gaze onto Water and Bridge views from every room. This dream home ideally located along San Francisco's Waterfront Embarcadero offers true indoor / outdoor resort living with three separate outdoor spaces, 10.5 foot ceilings, imported marble floors, Studio Becker Cabinets, Chef's Kitchen, Viking & Thermador appliances, custom Studio Becker closet treatments, pre-wired custom Smart Audio/Video/ Lighting, and custom motorized window coverings. Three Car Deeded Parking. Amenities include 24 hr doorman, concierge, security, gym, sauna, lap pool, club room, business center and Theater.","Listing provided by Paul Hwang, Skybox Realty",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324352,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/301-Main-St-37B-94105/0e2f55a5793f1301dade,,,,,,,,,,,,,,37.789525,-122.3911753
131 Raymond Ave,"San Francisco, CA, 94134",Neighborhood: Visitacion Valley,"4 bd, 2 ba","$798,888 ",4,$749 ,"$4,334 ","$19,972 ","You'll experience pride of ownership when you move into your new home at 131 Raymond Ave in San Francisco. Don't miss out on this amazing 4 bed, 2 bath, 1 car garage, with a bonus room. This house has a vintage General Electric stove, stone counter tops, large bedrooms, lots of closets, and storage space.  This is definitely a home you don't want to pass up!  You'll enjoy Visitacion Valley's wonderful weather, easy access to the freeway, public transportation including the Caltrain, shopping, community centers, public library, and parks!","Listing provided by Moises Pelayo, KW Peninsula Estates",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324376,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/131-Raymond-Ave-94134/2e0a4fcfbea50bf4f449,,,,,,,,,,,,,,37.7126692,-122.4060211
106-108 Sadowa St,"San Francisco, CA, 94112",Neighborhood: Oceanview,"4 bd, 2 ba","$799,000 ",4,$749 ,"$4,335 ","$19,975 ","Great opportunity to own a home in San Francisco. Lowest price duplex in town. Priced to sell! Well maintained two-unit with 2 separate street numbers, entries and PG&E meters. each unit has 2 bedrooms & 1 bath, kitchen. Granite counter top plus sun room.It's a great opportunity  to live in one unit and collect rent on the other.  A block away from M car and Muni bus stop. Super convenient access to freeway.  Nice and low maintenance backyard with a deck.  Must See!","Listing provided by Cecilia Z Mu, Century 21 Realty Alliance Fine Homes and Estates",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324387,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/106-108-Sadowa-St-94112/d68b14e24a10b852df3d,,,,,,,,,,,,,,37.7124054,-122.4565118
4 Richards Cir,"San Francisco, CA, 94124",Neighborhood: Bayview,"4 bd, 2.5 ba","$848,000 ",4,$795 ,"$4,601 ","$21,200 ","Nestled in a serene cul-de-sac, this tri-level, remodeled 4 bedroom 2.5 bath defines easy living. Ideal for entertaining, the main level of the home features an open floor plan, with a dining room and living room combination, a chef's kitchen with stainless steel appliances, ample cabinet space, subway tiles and elegant countertops.  Enjoy al fresco dining on the spacious deck with stunning views. On the third level, there are 2 good sized bedrooms with ample closet space, and a large full bathroom. The master bedroom boasts a private deck.In unit washer-dryer, hardwood floors, 2 car parking; convenient public trans. EZ access to 280 and 101.","Listing provided by Michelle K Pender, Paragon Real Estate Group",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324342,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/4-Richards-Cir-94124/7a52acd443a3b275b8da,,,,,,,,,,,,,,37.7355892,-122.3862092
900 Girard St,"San Francisco, CA, 94134",Neighborhood: Visitacion Valley,"4 bd, 2 ba","$898,000 ",4,$842 ,"$4,872 ","$22,450 ","Rarely available fully detached, corner property with city and panoramic views! 4 bedrooms, 2 baths, 2 car garage. Huge backyard. Huge garage area. Tons of improvement potential. 1900 square feet (county records) of living space. A diamond in the rough & sizable piece of San Francisco.","Listing provided by Joy R. Dodds, Better Homes and Gardens Real Estate J.F. Finnegan Realtors",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324202,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/900-Girard-St-94134/33e82446bda635e6e22d,,,,,,,,,,,,,,37.7210167,-122.4021842
561 Hearst Ave,"San Francisco, CA, 94112",Neighborhood: Sunnyside,"4 bd, 1 ba","$959,000 ",4,$899 ,"$5,203 ","$23,975 ","Every once in a while a special home becomes available in the neighborhood. 561 Hearst is one of those properties. This fully detached 1923 Sunnyside single family home in a prime location has it all. Many original details thru-out including FDR w/ built-in cabinets, expansive living room w/ wood burning fireplace, remodeled eat-in kitchen, over-sized rear view deck, updated bathroom & refinished hard wood floors. The lower level has two finished rooms with a separate entrance & potential for further expansion. This trophy home also boasts a huge level rear yard on an over sized 3,375 square foot lot. Walk to Glen Park BART, Monterey Blvd shops, Ocean ave. Whole Foods, MUNI, Tech bus shuttles & Sunnyside park. Easy access to 101 & 280 .","Listing provided by Darin J Holwitz, Paragon Real Estate Group",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324297,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/561-Hearst-Ave-94112/76202e7c545c71f41899,,,,,,,,,,,,,,37.730434,-122.450293
801 Excelsior Ave,"San Francisco, CA, 94112",Neighborhood: Excelsior,"4 bd, 2 ba","$1,049,000 ",4,$984 ,"$5,691 ","$26,225 ","A MUST SEE! VIEWS! You CAN have it all! Classic details wcontemporary design! This home features 2 levels of artful remodeling & attention 2 detail. Grt corner lot allows superb light & expansive views. Upgrades to this fab 4 bedroom 2 bath home include a light-filled open kitchen/dining/living room-perfect 4 entertaining & enjoying sweeping City views. The chef's dream kitchen has lots of custom cabinets & counter space plus all of the upgrades you expect for 21st century living. 3 BD, one with access to rear yard, & 1 bath complete main level. Lower level master BD & bath w/walk out garden & views. See List of Seller Improvements for details of upgrades. A short walk to park, transport, minutes to shops,MUNI/BART/freeways/airport/SSFbtech","Listing provided by Melodie Duke, McGuire Real Estate",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324325,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/801-Excelsior-Ave-94112/e1c012d41aebdaea8cc2,,,,,,,,,,,,,,37.7232534,-122.426996
190 Mary Teresa St #2,"San Francisco, CA, 94134",Neighborhood: Little Hollywood,"4 bd, 2 ba","$1,099,000 ",4,"$1,031 + $58 (HOA)","$5,963 ","$27,475 ","Lovely bright and HUGE - this is the perfect modern condo for your buyers seeking a turnkey home! The main floor is one flight of stairs from the attached garage. Enter this home into a large open-concept living/dining/kitchen space with high ceilings, beautiful hardwood floors, and expansive views of the San Bruno mountains and the city. Two bedrooms with generous closets, a full bath, and a side-by-side washer/dryer complete this level. Continue upstairs to the third bedroom, which has its own patio, and the master bedroom which has ample closets, a separate reading area, a 2nd patio, and an attached bath that is also accessible from the hall. Detached to the north with no yard to maintain, daily fresh breezes & low HOA dues-Welcome Home!","Listing provided by Gabrielle F Bunker, Coldwell Banker Previews Int'l",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324108,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/190-Mary-Teresa-St-2-94134/84cc04d930a8c8fcb89e,,,,,,,,,,,,,,37.7137643,-122.3985505
460 Lansdale Ave,"San Francisco, CA, 94127",Neighborhood: Sherwood Forest,"4 bd, 3 ba","$1,495,000 ",4,"$1,402 ","$8,111 ","$37,375 ","First time on the market in over 50 years! Mid-Century Style w/Pano south facing deck w/180 Ocean to Bay View. Spacious & bright w/Vaulted ceiling in living/dining room with fireplace. Large eat-in kitchen, parquet hardwood floors throughout. 3BD/2BA on main level. Lower level offers huge family room w/fireplace and deck. Large bedroom w/full bathroom & kitchenette area w/separate entry. 2-car side/side. Level yard sheltered by greens. Fantastic central location close to many schools and the Mt Davidson open space & trails, MUNI line, West Portal, Miraloma Park, & Glen Park.","Listing provided by Shameran Anderer, Barbagelata Real Estate",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324311,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/460-Lansdale-Ave-94127/e4a6dce096686e61d081,,,,,,,,,,,,,,37.7359542,-122.4553212
109 Turquoise Way,"San Francisco, CA, 94131",Neighborhood: Diamond Heights,"4 bd, 2.25 ba","$1,995,000 ",4,"$1,871 ","$10,824 ","$49,875 ","This isn't the Diamond Heights your parents knew! Home to Mid Century gems & the embodiment of the un-fussy, 109 Turquoise boasts generous sq footage & fantastic use of space across from Glen Park Canyon. 2 full floors of bright living space & hardwood. 1st floor features an open stair case w/skylight & powder rm. There's a formal DR & a large LR w/FP & sliding glass doors leading to a deck & mature garden. The eat-in kitchen overlooks the garden & has been smartly renovated: generous cabinet space, modern appliances & sliding doors to the yard. Upstairs are 4BRs, including a Master en suite. There's also a 2nd full bath. 2 independent garages. DHs shopping center & trails to the canyon are very close. GP Village & Noe Valley--minutes away!","Listing provided by George L Limperis, Paragon Real Estate Group",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324333,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/109-Turquoise-Way-94131/a71ffc9c833274385bdf,,,,,,,,,,,,,,37.7434738,-122.4443016
7935 Geary Blvd,"San Francisco, CA, 94121",Neighborhood: Outer Richmond,"4 bd, 3 ba","$1,998,000 ",4,"$1,874 ","$10,840 ","$49,950 ","This stunning home with astonishing Ocean View provides you a harmony and joyful living with an indoor/outdoor luxury lifestyle.  This unique home has remodeled a gourmet kitchen, new carpets, and new roof.  This charming home includes beautiful Living Room with fireplace, Formal Dining Room, Breakfast Nook, Family Room, 4 awesome Bedrooms and 3 Bathrooms.  The Basement features the Bonus room for games, activities or storage space, 2 Car Garage, and 4 Car Long Driveway.  Walking distance to Beach and Cliff House, stroll to trails leading into Sutro Heights Park, quickly bike to Golden Gate Park, close to restaurants and shops, and enjoy easy access to excellent schools.   www.7935GearyBlvdSF.com","Listing provided by Hung Chin Sze, Realty One Group Infinity",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324190,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/7935-Geary-Blvd-94121/9257b94b6e1806128c70,,,,,,,,,,,,,,37.7789027,-122.504621
110 Steiner St,"San Francisco, CA, 94117",Neighborhood: Hayes Valley,"4 bd, 3 ba","$2,250,000 ",4,"$2,110 ","$12,207 ","$56,250 ","Hayes Valley-Dolores Park Victorian Beauty with over 2800 sqft!  Single Family Home with Legal Garden Apartment.  Large 2 level Owners Unit with 2-3 Bedrooms, 2 bath, Family Room, Dining & Double Parlor Living Room. Stained-glass throughout.   Spacious Garden 1 Bedroom Apartment with Direct Access to Backyard. Centrally Located within Blocks to Lower Haight, Market, Castro, Hayes Valley & all Dobuce Triangle has to offer. 1/2 Block to Duboce Park. Walkscore 96  Location","Listing provided by Erik J McIntosh, Berkshire Hathaway-Franciscan",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324276,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/110-Steiner-St-94117/934740399ec76af9bbaf,,,,,,,,,,,,,,37.7703131,-122.4314956
556 Elizabeth St,"San Francisco, CA, 94114",Neighborhood: Noe Valley,"4 bd, 3.5 ba","$2,995,000 ",4,"$2,809 ","$16,249 ","$74,875 ","Stunning remodeled Edwardian home on the best block of Noe Valley. With 4 bed and 3.5 bath, this home has been updated to provide modern amenities while retaining the original features that bestow character throughout. The elegant dining room features original built-ins and wainscoting plus French doors that lead to an inviting garden patio. Remodeled eat-in kitchen has top grade appliances and generous storage. The top floor has been completely remodeled with a master suite, new wood floor and a Jack and Jill bathroom access for the two additional bedroom. The lower level comprised a fabulously remodeled family room with guest quarters  with a separate entrance, bedroom and remodeled bath. Garage with extra storage.","Listing provided by Aldo U Carobene, Vanguard Properties",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324358,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/556-Elizabeth-St-94114/61583f2c435af79ae5e4,,,,,,,,,,,,,,37.752326,-122.4332037
1150 Lombard St #8,"San Francisco, CA, 94109",Neighborhood: Russian Hill,"4 bd, 4 ba","$3,150,000 ",4,"$2,954 + $536 (HOA)","$17,090 ","$78,750 ","Stunning Villa situated on iconic street boasts private in-unit elevator, 24 hr doorman, 4 bedrooms/4 bathrooms, library, formal living & dining room, wet bar, 2 wood-burning fireplaces, beautiful outdoor terraces & private balconies. Reimagined, reintroduced & exquisitely staged this Villa is being delivered vacant has 2 car side-by-side parking, 3 storage units, tons of natural light, peek-a-boo Golden Gate Bridge & water views. Spectacular Villa offering luxurious lifestyle located in highly coveted Russian Hill neighborhood close to popular restaurants & vibrant shops. Priced to sell quickly!  Offers as they come.","Listing provided by Steven L Minchen, Coldwell Banker Previews Int'l",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324339,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1150-Lombard-St-8-94109/d233ab35566a01fe3634,,,,,,,,,,,,,,37.8021794,-122.4205944
1661 Beach St,"San Francisco, CA, 94123",Neighborhood: Marina,"4 bd, 3 ba","$3,195,000 ",4,"$2,997 + $75 (HOA)","$17,334 ","$79,875 ","Just steps to the Marina Green and the restaurants, cafes & boutiques on vibrant Chestnut St, this stunning house-like top floor Jorgensen property boasts 4 beds (including 2 full suites) and  3 full baths on 2 levels.  The designer eat-in kitchen (Thermador, Bosch, 200 bottle wine fridge, calacatta marble, custom cabinetry) opens to a large formal dining room and grand living room with fireplace. The massive top level master suite features a spa-like bathroom (Ann Sacks tiles, calacatta marble, dual vanity) and 2 walk-in closets that opens to a large south facing roof deck with a cozy fire pit and views. Recessed lighting, designer window treatments, in-unit laundry, abundant classic details, parking and storage in garage and much more","Listing provided by Ronald Sebahar, Compass",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324140,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1661-Beach-St-94123/677981263476d213ef5a,,,,,,,,,,,,,,37.804344,-122.436333
4545 25th St,"San Francisco, CA, 94114",Neighborhood: Noe Valley,"4 bd, 4 ba","$3,695,000 ",4,"$3,466 ","$20,047 ","$92,375 ","Sitting proudly on an expansive lot in the heart of Noe Valley, this magnificent detached home offers the perfect combination of an incredible floor plan, amazing scale and volume, dazzling outdoor spaces, and a wonderful village location. Showcasing three levels of sophistication and warmth, 4545 25th Street features beautiful oak hardwood floors, high ceilings, open and airy living spaces, gorgeous finishes, and an impressive array of windows and natural light. This spectacular home showcases 4BR + office, 4.5 BAs, a dramatic great room, formal living and dining rooms, two fireplaces, all in a beautiful and serene setting.","Listing provided by Greg Fulford, Vanguard Properties",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324290,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/4545-25th-St-94114/b9f6bf02bbfe7ef9eda0,,,,,,,,,,,,,,37.7491555,-122.4400809
2151 Laguna St #3,"San Francisco, CA, 94115",Neighborhood: Pacific Heights,"4 bd, 2.5 ba","$3,995,000 ",4,"$3,747 + $404 (HOA)","$21,674 ","$99,875 ","Located in one of Pacific Heights' architecturally stunning pre-war Beaux Arts-style buildings on Lafayette Park, this stunning full floor condominium residence features 4 bedrooms, two baths plus powder room, formal dining room, eat-in kitchen, laundry room, terrace, parking and additional storage, as well as lovely Park and Golden Gate views. Nestled amongst magnificent mansions, stately consulates, and close to the trend-setting boutiques and popular restaurants of Fillmore and upper Polk Streets, this elegant City residence provides a quintessential San Francisco lifestyle.","Listing provided by Joel Goodrich, Coldwell Banker Previews Int'l",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324330,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/2151-Laguna-St-3-94115/deb828410e8d7aaa52bb,,,,,,,,,,,,,,37.791114,-122.429586
69 Bitting Ave,"San Francisco, CA, 94124",Neighborhood: Bayview,"5 bd, 3.5 ba","$899,000 ",5,$675 ,"$3,902 ","$17,980 ","Gorgeous Portola Place home built in 1998.(Per Tax Record) Exempt from SF rent and eviction control. This newly remolded single family home offers 5 good size bedrooms and 3.5 bathrooms. Main level contains stunning open living and dining area, fabulous fireplace, brand new custom-made hardwood floor throughout, guest room and half bath, walk out deck with the view of lovely fishpond, eating in kitchen with brand new stainless steel appliances. 3 bedrooms/2 baths including the master suite are on the upper level. Lower level has A Legally done Master suite with A separate entrance off the St. One car garage with plenty storage spaces. Supper easy access to freeways and public transportation. Minutes away from San Bruno ave. Do Not Miss Out!","Listing provided by Michelle An, Keller Williams San Francisco",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324133,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/69-Bitting-Ave-94124/486dc1fda168e1dc3d3c,,,,,,,,,,,,,,37.7268641,-122.3986841
148 16th Ave,"San Francisco, CA, 94118",Neighborhood: Lake Street,"6 bd, 4.5 ba","$4,250,000 ",6,"$2,657 ","$15,372 ","$70,833 ","No Fooling! Move Right In to this 6 Bedroom Prime Lake Street Area Home! 1st Showing: Monday April 3, 4-6pm. English Entry w/ interior access from garage. 2nd Floor: Living Room w/ gas fireplace. Formal Dining Room. Powder Room. Gourmet Kitchen w/ banquet seating & Family Area open to an East-Facing Deck w/ stairs to Garden. 3rd Floor: Garden view Master Suite w/ 2 closets & contemporary master bath. In the center hall are a Laundry & Family Bathroom w/ a shower over the tub. 2 Bedrooms are on the Front of House. 4th Floor: high ceilings & multiple skylights. 2 bedrooms share a bath. 1st Floor: Garden Guest Suite w/ living room, bedroom, bathroom & separate kitchen. Detached Rear Cottage w/ French Doors opening to the garden. See Video!","Listing provided by Ted Bartlett, Pacific Union International Inc.",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324395,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/148-16th-Ave-94118/0618553483343eb9db3c,,,,,,,,,,,,,,37.7853301,-122.4753095
12 Garnett Ter,"San Francisco, CA, 94124-2572",Neighborhood: Bayview,"2 bd, 1 ba","$249,811 ",2,$469 + $86 (HOA),"$2,711 ","$12,491 ","2 bedroom Below Market Rate Housing Opportunity available at 80% Area Median Income (AMI). Max.income: 2people=$68,000.3=$77,550, 4=$86,150, 5=93,050.1st time buyer/income eligible. Unit available thru the Mayor's Office of Housing and Community Development (MOHCD) & subject to resale controls, monitoring & other restrictions. Visit www.sfmohcd.org for application & program info. 2 level townhome on secluded cul-de-sac. Remodeled kitchen w/stainless appliances. Special bathtub. Big Master bedroom.Some views from bedroom.  1 car parking and 1 carport.","Listing provided by Heidi Mueller, Engel & Voelkers San Francisco",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=321650,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/12-Garnett-Ter-94124/c8d850b950704c92c879,,,,,,,,,,,,,,37.73308,-122.38209
451 Kansas St #328,"San Francisco, CA, 94107",Neighborhood: Potrero Hill,"2 bd, 2 ba","$311,231 ",2,$584 + $268 (HOA),"$3,377 ","$15,562 ","2 en-suite bedrooms, hardwood floors and open floor plan. Great 2BR/2BA Below Market Rate unit. Must be first-time homebuyer & income eligible. Maximum income for 2 people =$86,150, 3 =$96,950, 4 =$107,700, 5 =$116,300, 6 =$124,950, 7 =$133,550. Application, loan pre-approval, homebuyer education certificate and SF Purchase Contract due on November 15th by 5pm @ Realtor's office. Application at www.sfmohcd.org. Please contact Realtor for more info. Unit available thru the Mayor's Office of Housing and Community Development (MOHCD) & subject to resale controls, monitoring & other restrictions. See sfmohcd.org for program info.","Listing provided by Amanda F Swain, Tungsten Real Estate California Inc.",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=320492,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/451-Kansas-St-328-94107/a7bcae28283abff9e32c,,,,,,,,,,,,,,37.7638443,-122.4029888
