Address,City_State-Zip ,Neighborhood,Property-type,Bed-bath,Offer-price,Co-owners,Monthly-cost,Tax-savings,Down-payment,Description,Agent,Gallery-url,Success,source_urls,source_Address,source_City-State-Zip,source_Neighborhood,source_Property-type,source_Bed-bath,source_Offer-price,source_Co-owners,source_Monthly-cost,source_Tax-savings,source_Down-payment,source_Description,source_Agent,source_Gallery-url,,lat,lng,image
1515 15th St #407,"San Francisco, CA, 94103-3765",Neighborhood: Inner Mission,Condo,"2 bd, 2 ba","$999,000 ",2,"$1,874 + $235 (HOA)","$10,840 ","$49,950 ","This sleek and uber-modern Stanley Saitowitz designed condo was newly built in 2014 and remains in pristine condition.  South facing views throughout ensure abundant natural light- and the open floor plan as well as the high end chef's kitchen with Bosch and Bertazzoni appliances lends itself to entertaining.  Seller upgrades include custom built cabinets along the hallway which provide ample storage and new matching kitchen cabinets.  In-unit w/d, air conditioning, garage parking for 1 car and a roof deck are among the many attractive features of this home.  Centrally located in the hot Inner Mission & close to shops and restaurants, easy commute to downtown or the South Bay- Walkscore 95!","Listing provided by Laura Lanzone, Paragon Real Estate Group",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=320593,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1515-15th-St-407-94103/e489163b8111f5a09b69,,,,,,,,,,,,,,,37.7665977,-122.4181501,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/045/452145.jpg?tsp=20161031195148
2308 35th Ave,"San Francisco, CA, 94116",Neighborhood: Parkside,House,"2 bd, 1 ba","$999,000 ",2,"$1,874 ","$10,840 ","$49,950 ","This single family home has 2 bedrooms and 1.0 bathrooms, with an additional sun room, bathroom and spacious storage. Located on 35th Avenue between Santiago St and Taraval St, this home is conveniently near public transit and offer great accessibility to the Parkside neighborhood.This is a great opportunity for first-time buyers, as well as seasoned buyers     Trust Sale. NO TDS. NO Court-confirmation. Every and all professional testing/inspections are welcomed. Open House: Sunday, 10/30, between 2:00-4:00 pm","Listing provided by Kason Y Chiu, Prime Metropolis Prop., Inc.",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=320556,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/2308-35th-Ave-94116/12b2d9f5b1d0b6b24e91,,,,,,,,,,,,,,,37.743894,-122.492665,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/016/452116.jpg?tsp=20170203182154
377 Oak St,"San Francisco, CA, 94102",Neighborhood: Hayes Valley,Condo,"2 bd, 1 ba","$999,000 ",2,"$1,874 + $75 (HOA)","$10,840 ","$49,950 ","You'll love living in Hayes Valley in this beautiful Top Floor Victorian Condominium that blends architectural details from the past with modern elegance. Featuring soaring 10' ceilings with skylights, a Victorian Fainting Room, decorative fireplace with wrought iron facade, and hardwood floors throughout, this property merges two styles into one.   All rooms feature with natural lighting, vintage light fixtures, and hardwood floors.","Listing provided by Brian Wickersham, Barbagelata Real Estate",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=319762,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/377-Oak-St-94102/47bfa642d88f21b3be8f,,,,,,,,,,,,,,,37.7745449,-122.4254723,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/050/451150.jpg?tsp=20161011132341
11 Franklin #703,"San Francisco, CA, 94102",Neighborhood: Hayes Valley,Condo,"2 bd, 1 ba","$999,000 ",2,"$1,874 + $278 (HOA)","$10,840 ","$49,950 ","AN INTRODUCTION...City Living Upgraded.  Something great is happening in Hayes Valley. One Franklin. Eight stories with 35 condominium residences, featuring studio, one- and two-bedroom floor plans and built for your checklist. Great neighborhood location, check. Building loaded with modern amenities, courtyards and decks, double-check. It's a new and unique take on condominium living designed with your needs in mind. The needs of a modern city homeowner. Welcome to One Franklin. Welcome to the center of everything.","Listing provided by Garrett R Frakes, Polaris Pacific",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=318456,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/11-Franklin-703-94102/41035c9472c8307f4198,,,,,,,,,,,,,,,37.7745585,-122.420818,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/061/449861.jpg?tsp=20160906134914
1916 Great Highway Hwy,"San Francisco, CA, 94116",Neighborhood: Outer Parkside,House,"2 bd, 1 ba","$999,000 ",2,"$1,874 ","$10,840 ","$49,950 ","Stunning Ocean Views!!! The location is close to perfection. Enjoy watching the waves from the modern kitchen and living room. Additional features include plantation shutters, bay windows, hardwood flooring, skylights, custom molding, 6 panel doors, lovely interior paint! Property includes tandem parking and a wonderful backyard ready for entertaining! So many features to love and especially the jaw dropping sunsets! Prepare to fall in love!","Listing provided by Suzanne E Rocha, Realty World Cal Home",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=323874,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1916-Great-Highway-Hwy-94116/ae845569bde1cfa6e1a9,,,,,,,,,,,,,,,37.750597,-122.507923,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/034/455834.jpg?tsp=20170317122037
259 Clara St #401,"San Francisco, CA, 94107",Neighborhood: South of Market,Condo,"2 bd, 2 ba","$999,999 ",2,"$1,876 + $289 (HOA)","$10,851 ","$50,000 ","#401 is the first unit to be released at Residences on Clara, eight new homes in San Francisco's South of Market neighborhood.  Designed by renowned architect Stanley Saitowitz, 259 Clara Street offers two-bedroom, two-bathroom residences with open floor plans and one car parking and storage for every home.  The building features an elevator that serves all floors, and is topped by a common roof deck. 259 Clara Street interiors feature wide plank white oak flooring, radiant heating, clean high gloss white custom kitchen cabinetry with open island, durable quartz counters, stainless Bosch appliances, Grohe fixtures, tank-less water heaters, and washer/dryer hook-ups in a large laundry closet.","Listing provided by Charlie Castro, Pacific Union International Inc.",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324027,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/259-Clara-St-401-94107/0cbe05b8d024af95994c,,,,,,,,,,,,,,,37.7783714,-122.4034816,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/024/456024.jpg?tsp=20170325111618
338 Potrero Ave #309,"San Francisco, CA, 94103",Neighborhood: Inner Mission,Condo,"2 bd, 2 ba","$1,015,000 ",2,"$1,904 + $352 (HOA)","$11,014 ","$50,750 ","An industrial chic collection of one-plus den, two-bedroom and three-bedroom homes, Rowan's nine stories and 70 condominiums feature floor-to-ceiling, wall-to-wall windows, open interior spaces and stunning city views. Designed by Handel Architects, residences incorporate exposed concrete elements, Domus and Domus Italian cabinetry, Bertazzoni appliances, finished hardwood flooring in living spaces, and designer carpet in bedrooms.  Rowan's amenities & services include: 3,250 square foot roof deck, zen garden, double height lobby with lobby attendant, secured parking, storage, and bike racks.  Model homes are designed and furnished by local designer Aubrey Maxwell.     Located at 338 Potrero Avenue, Rowan is a category defying structure.","Listing provided by Garrett R Frakes, Polaris Pacific",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=319741,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/338-Potrero-Ave-309-94103/8e5f94bf4ddb832201e6,,,,,,,,,,,,,,,37.7652366,-122.4075214,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/025/451225.jpg?tsp=20161004123228
1380 Greenwich St #109,"San Francisco, CA, 94109",Neighborhood: Russian Hill,Condo,"2 bd, 2 ba","$1,095,000 ",2,"$1,960 + $305 (HOA)","$11,274 ","$54,750 ","Beautiful condominium located in the heart of one of San Francisco's most desirable neighborhoods, Russian Hill! This remodeled two bedroom/two bathroom home features a wonderful open floor plan with direct access to a large, exclusive patio perfect for lounging or entertaining.  1380 Greenwich is located in an unbeatable location, just around the corner from all of the restaurants, boutiques, and nightlife Polk Street has to offer.  One car parking, storage, and in-unit laundry complete this home. The building has a spectacular roof deck with views of the Golden Gate Bridge and 10 guest spots for your guest to park when visiting. 1380 Greenwich is located in an unbeatable location, just around the corner from all of the restaurants.","Listing provided by Yola Haddad Ozturk, Vanguard Properties",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=317719,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1380-Greenwich-St-109-94109/deaf198642f55f90acdb,,,,,,,,,,,,,,,37.800961,-122.422447,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/007/449007.jpg?tsp=20160810182314
250 King St #474,"San Francisco, CA, 94107",Neighborhood: Mission Bay,Condo,"2 bd, 1.5 ba","$1,049,000 ",2,"$1,968 + $404 (HOA)","$11,382 ","$52,450 ","Bright and breezy 2BR/1.5BA split bedroom floor plan which opens up to a uniquely large private deeded patio is available at the Beacon!!  This urban, chic, and modern home is embellished with newly resurfaced hardwood floors, fresh custom paint, new carpets in the bedrooms, and brand new stainless steel kitchen appliances.  In-Unit Laundry.  One-Car Parking.  Located in the hip and vibrant Mission Bay/South Beach corridor, the Beacon is a full amenity building with a pool, gym, private dog park, clubhouse lounge, on-site HOA, business center and conference room, concierge services, and 24-hour security.  A Commuter's Dream! A Walker's Paradise!  A Must See! www.250king474.com.","Listing provided by Lota de Castro, Paragon Real Estate Group",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324034,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/250-King-St-474-94107/28a8b0f9c3b1e5e4654a,,,,,,,,,,,,,,,37.7781311,-122.3932477,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/028/456028.jpg?tsp=20170323153345
374 Guerrero St #1,"San Francisco, CA, 94103",Neighborhood: Mission Dolores,Condo,"2 bd, 2 ba","$1,049,000 ",2,"$1,968 + $274 (HOA)","$11,382 ","$52,450 ","Centered in the vibrant Mission Dolores neighborhood, this spacious condominium features 2 bedrooms and 2 updated baths. Features include a generous master suite, open living and dining room, wood-burning fireplace, and a private balcony. Handsome hardwood floors and new appliances recently installed. One-car deeded parking, shared laundry, and a large storage room complete this home. You're surrounded by the city's best cafes, restaurants, and shops. 98 Walk Score, 99 Bike Score, and 100 Transit Score. This is the place to be!","Listing provided by Connie Chung, Vanguard Properties",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=323780,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/374-Guerrero-St-1-94103/0a2f77092b0becf212e4,,,,,,,,,,,,,,,37.765281,-122.4245097,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/055/455755.jpg?tsp=20170315210558
2595 Clay St #1,"San Francisco, CA, 94115",Neighborhood: Pacific Heights,Condo,"2 bd, 1 ba","$1,049,000 ",2,"$1,968 + $232 (HOA)","$11,382 ","$52,450 ","Welcome home to your remodeled, 2BR period condo in prime Pac Heights!  Loc just 1 block from SF's premiere shopping district on famed Fillmore St, Unit 1 offers preserved 1920's features, incl hw floors throughout, paneling & other millwork -- an ultimately charming home!  Ideally situated w/frontage on Clay & Steiner, there are expansive views of bucolic Alta Plaza Pk from most rooms, and natural light streams throughout the unit.  An eat-in kit has been recently remod & is appointed w/custom cabs, granite counters & gourmet-level ss appliances.  An ample full bath has also been recently remodeled. The master closet is fitted with built in storage to complement your wardrobe. 1-car indep parking & addl storage is deeded.  A gem!","Listing provided by Andrew Roth, Zephyr Real Estate",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=322544,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/2595-Clay-St-1-94115/ebc4e8b0e06cb681561f,,,,,,,,,,,,,,,37.790409,-122.4354998,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/026/454326.jpg?tsp=20170204224952
4322 17th St #B,"San Francisco, CA, 94114",Neighborhood: Corona Heights,Condo,"2 bd, 2 ba","$1,049,000 ",2,"$1,968 + $125 (HOA)","$11,382 ","$52,450 ","This rarely-available 1989 build top-floor 2BD/2BA view condo is nestled on the gentle slopes of Corona Heights just steps from Castro shopping, dining & entertainment & all major transit. The home boasts a bright open floor plan w/vaulted ceilings & a spectacular Southern-view balcony for morning coffee & evening wine. The living room features a wood burning FP w/adjoining dining area & galley kitchen w/b-fast bar. Tucked quietly towards the back of the home is a spacious master suite & a 2nd BD w/guest BA. Additional features include low HOA dues,an in-unit W/D, wd flrs, good closet space, fresh paint & carpets, & 1-car independent prking & deeded storage in the garage. Amazing location, Walkscore Walker's Paradise rating!","Listing provided by Andrew de Vries, Berkshire Hathaway-Franciscan",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=323153,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/4322-17th-St-B-94114/b015c3f9a53fedfef964,,,,,,,,,,,,,,,37.762339,-122.441062,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/023/455023.jpg?tsp=20170224122536
170 King St #1106,"San Francisco, CA, 94107",Neighborhood: South Beach,Condo,"2 bd, 2 ba","$1,049,000 ",2,"$1,968 + $328 (HOA)","$11,382 ","$52,450 ","This penthouse-level, 2 bedroom / 2 bath modern condo epitomizes South Beach living at its best. Situated just steps away from Cal-train, AT&T Park and the South Beach Harbor, this home enjoys all the conveniences of nearby dining, shopping, and cafes while still having the peace & quiet of being on the top floor. The home features an open floor plan with oversized windows providing an abundance of natural light. The gourmet kitchen opens nicely to the dining / living area, creating perfect entertaining space. The master suite is spacious and features a large walk-in closet. The building has incredible amenities to boot. In-unit laundry, separate den with pantry/storage, and an incredible location complete this beautiful home.  Don't miss!","Listing provided by Ron Abta, Paragon Real Estate Group",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=320563,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/170-King-St-1106-94107/68b4eef37f68d9af4bc8,,,,,,,,,,,,,,,37.7788432,-122.3914892,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/018/452118.jpg?tsp=20161028115748
55 Conrad St,"San Francisco, CA, 94131",Neighborhood: Glen Park,House,"2 bd, 1 ba","$1,049,000 ",2,"$1,968 ","$11,382 ","$52,450 ","55 Conrad Street is a charming mid-century home that is situated on a corner lot, and is detached on three sides. It has loads of natural light, views that include the southern hills and a peek-a-boo view of the bay, and also combines period details with a practical layout.  It features two bedrooms, one bathroom, as well as a comfortable living room with a wood burning fireplace, and an original kitchen with an attached dining area.   The home has a mature garden with southern exposure and three different levels of patios and planting areas. The lower level offers a one-car garage and ample storage. Additional features include recently refinished oak hardwood floors, fresh interior paint, and hallway skylight.","Listing provided by Geoffrey J Williams, Paragon Real Estate Group",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=320583,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/55-Conrad-St-94131/72f34f1c69b5009c2fd7,,,,,,,,,,,,,,,37.7376334,-122.4361249,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/007/452107.jpg?tsp=20161028103916
1382 Page St #2,"San Francisco, CA, 94117",Neighborhood: Haight Ashbury,Condo,"2 bd, 1 ba","$1,049,000 ",2,"$1,968 + $114 (HOA)","$11,382 ","$52,450 ","Centrally Located Jewel on Coveted Page Street! This bright & airy condo is moments from the hotspots of the Haight, Hayes Valley, Cole Valley & NOPA. Within a handsome 3-unit Victorian, this south-facing 2BD / 1BA home occupies the second floor and features subtle period details, soaring ceilings, wood floors + ample closet/storage space. The spacious front living room is ideal for both dining & lounging where light floods in through the new expansive double-paned windows. The home's eat-in kitchen has ss appliances & marble counters. The serene master bedroom overlooks the shared garden retreat. 1-car deeded sxs parking + storage room. Steps from new Ritual Coffee at Haight/Central, tech shuttles, transit & easy freeway access.","Listing provided by Shannon Hughes, Pacific Union International Inc.",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=318594,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1382-Page-St-2-94117/f7a88392e1901e5f6adc,,,,,,,,,,,,,,,37.771633,-122.44353,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/020/449320.jpg?tsp=20160908131715
1543 Dolores St,"San Francisco, CA, 94110",Neighborhood: Noe Valley,Condo,"2 bd, 1 ba","$1,049,000 ",2,"$1,968 + $100 (HOA)","$11,382 ","$52,450 ","Lower unit of a 2-unit association; 2 spacious BR's and 1 remodeled BA w/ heated floors; Oversized master BR w/ dble closets and great light (windows on 3 sides); 2nd BR w/ built in murphy bed; Architectural plans to add a second BA & create a master suite; Formal LR with bay window; Original details throughout w/ coved ceilings & decorative wainscoting; Hardwood floors throughout w/ beautiful inlay; Eat-in kitchen w/ stainless steel appliances, granite counters, and walk-in pantry; In-unit washer/dryer; Direct access to sunny shared yard ; 1-car independent garage parking w/ abundant shared storage; Walk to Mission/Bernal, Chruch St. and 24th St. shopping &restaurants; Easy access to public transportation, tech shuttle and freeways","Listing provided by John L LePage, Zephyr Real Estate",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=318488,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1543-Dolores-St-94110/9a8579531571bfcbced0,,,,,,,,,,,,,,,37.744852,-122.424153,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/094/448694.jpg?tsp=20160907080932
2775 Greenwich St,"San Francisco, CA, 94123",Neighborhood: Cow Hollow,Condo,"2 bd, 1 ba","$1,049,000 ",2,"$1,968 + $68 (HOA)","$11,382 ","$52,450 ","Resting along the western edge of Cow Hollow, this charming & sophisticated condo has vaulted ceilings, dark wood floors, an open living/dining room, and Sonos speakers in every room. The living room is centered around a fireplace and is adjacent to the dining room. Oversized picture windows flank the entry vestibule, allowing light to pour in. The thoughtfully designed kitchen features stainless appliances, 5-burner gas range, and island. At the rear are 2 bedrooms both opening via French doors to the private patio area. The bath has been updated with timeless finishes including a deep soaking tub with overhead rain shower and double sinks. Ideally located 1 block from the Presidio, restaurants, and shops. Walking distance to Chestnut St.","Listing provided by Neill Bassi, Sotheby's International Realty",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=319340,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/2775-Greenwich-St-94123/aceb0e61d11032ac02a1,,,,,,,,,,,,,,,37.7976447,-122.4452975,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/017/450717.jpg?tsp=20160923104014
10 Levant St,"San Francisco, CA, 94114",Neighborhood: Corona Heights,Condo,"2 bd, 1 ba","$1,049,000 ",2,"$1,968 + $130 (HOA)","$11,382 ","$52,450 ","Corona Heights Jungle Oasis that checks off all the boxes. Sunny neighborhood, outdoor space. ample parking, Knock-out views. Added perks include: toasty sunroom, lush garden setting for outdoor entertaining, bright open floor plan, nearby park, hiking & dog-run all in the heart of the city. Flexible floor plan offers possibility of creating a third bedroom. See agent for details.","Listing provided by Cece Blase, Paragon Real Estate Group",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=318200,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/10-Levant-St-94114/6d6dc40d1d7391f2aa2a,,,,,,,,,,,,,,,37.7648471,-122.4424347,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/008/449508.jpg?tsp=20160826115520
429 Carl St,"San Francisco, CA, 94117",Neighborhood: Cole Valley/Parnassus Heights,Condo,"2 bd, 2 ba","$1,050,000 ",2,"$1,970 + $131 (HOA)","$11,393 ","$52,500 ","Location, location, location! Just around the corner from UCSF Parnassus campus, Golden Gate Park, and the charm of Cole Valley village, this fully remodeled condo features 2 bedrooms, including a very spacious master suite with huge walk-in closet, 2 remodeled bathrooms, eat-in kitchen, in-unit laundry, abundant storage and closet space, beautiful hardwood floors, deeded interior parking and much more! Low HOA dues.  This is the one you've been waiting for!","Listing provided by Mary Jo Barnett, Decker Bullock Sothebys International Realty",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=323797,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/429-Carl-St-94117/42980cf3ca441c9be9dc,,,,,,,,,,,,,,,37.7647679,-122.456229,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/038/455138.jpg?tsp=20170316114946
1151 Sutter St #301,"San Francisco, CA, 94109",Neighborhood: Downtown,Condo,"2 bd, 2 ba","$1,050,000 ",2,"$1,970 + $285 (HOA)","$11,393 ","$52,500 ","Modern boutique elevator building constructed in 2009 in the heart of the Polk Street Corridor. This bright & spacious open floorplan boasts hardwood floors throughout, gas fireplace, in-unit W/D and modern kitchen with SS appliances. Your true master bedroom features organized closets & en suite master bath w/ separate glass shower & tub. Guest bedroom is sunny w/ ample closet space and features full guest bathroom. Gaze on panoramic views as you entertain from the shared roof deck & lounge equipped with propane BBQ, fire pit, and lounge chairs. Unit includes 1 secure indoor parking space.","Listing provided by Robert A Landsness, Pacific Union International Inc.",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=323773,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1151-Sutter-St-301-94109/7d24a318625d25729012,,,,,,,,,,,,,,,37.7877025,-122.4194898,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/048/455748.jpg?tsp=20170405154929
448 Anderson St,"San Francisco, CA, 94110",Neighborhood: Bernal Heights,House,"2 bd, 1.5 ba","$1,050,000 ",2,"$1,970 ","$11,393 ","$52,500 ","This Home has been Tastefully Remodeled, and Shows Like New.  Located Close to the Vibrant Cortland Village with Cafes, Bakeries, and Shops. 2 Bedrooms and 1 1/2 Baths. Multiple Skylights Make this Home Light and Bright. Lower Level has a 2 Car Garage with the Possibility for Expansion. All New Features, Interior/Exterior Paint. Roof, Crown Moldings, Electrical, Furnace, Copper Plumbing, Water Heater, Fireplace and Mantel. Fixtures, Doors, Kitchen and Baths. Rear Fence, and Garage Door. This Home is Move in Ready.","Listing provided by Dennis Fahey, Coldwell Banker-Fahey Properties",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=321452,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/448-Anderson-St-94110/68e568c86e16b8af733e,,,,,,,,,,,,,,,37.7377924,-122.4154639,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/066/453066.jpg?tsp=20161209153719
1590 22nd Ave,"San Francisco, CA, 94122",Neighborhood: Central Sunset,House,"2 bd, 1 ba","$1,050,000 ",2,"$1,970 ","$11,393 ","$52,500 ","Excellent Sunset location. Spacious home with 2 bedrooms, 1 full bath upstairs. Formal living room with period fireplace, visible parquet floors in living/dining room. Large open kitchen with ample room for casual dining. Small side patio brings excellent light. Big garage and bonus rooms and sauna downstairs. Pleasant small garden adds to the overall charm. Bus line, shopping and many near by conveniences makes this home a smart choice.","Listing provided by Billie L Soward, Coldwell Banker Res. R.E. Svcs",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=321693,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1590-22nd-Ave-94122/c85f0f92f1f33e4ad0e6,,,,,,,,,,,,,,,37.7580555,-122.4797526,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/067/453367.jpg?tsp=20170106002531
45 Montecito Ave,"San Francisco, CA, 94112",Neighborhood: Westwood Park,House,"2 bd, 1 ba","$1,050,000 ",2,"$1,970 ","$11,393 ","$52,500 ","Beautiful Westwood Park 1920's craftsman home nestled in a quiet neighborhood and street. This large 2 bedroom, 1 bath home has a formal dining room, living room, foyer with hardwood floors. Garage entry on Ridgewood St. Close proximity to 280 and 101. Short walking distance to Safeway, Whole Foods, West Portal and Glen Park neighborhoods, and Glen Park and Balboa Bart stations.  Home is vacant and ready to make this your next home.","Listing provided by Roger K Fong, Tapestry Properties",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=322477,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/45-Montecito-Ave-94112/4c17a6982c63a9608612,,,,,,,,,,,,,,,37.7309634,-122.4536748,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/041/454241.jpg?tsp=20170202145439
419 31st Ave,"San Francisco, CA, 94121",Neighborhood: Central Richmond,House,"2 bd, 1 ba","$1,050,000 ",2,"$1,970 ","$11,393 ","$52,500 ","419 31st Ave is a charming Edwardian home,in the same family for over 50 years. Walk into the gracious entry foyer, leading to a light filled, spacious living room with bay windows. The formal dining room  features a  box ceiling, decorative fireplace and bay windows over looking the garden.  An updated eat-in kitchen opens out to a deck with steps down to the yard.  Upstairs are two bedrooms with large closets, and a split bathroom.  There is an additional  bonus half bathroom off the entry level foyer.  The lower level is a full basement with washer/dryer and garage area .  The location of this home is ideal, right by the shops and restaurants of Clement St, the Legion of Honor and Sea Cliff, and one block from public transportation.","Listing provided by Nancy L Meyer, Zephyr Real Estate",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=320961,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/419-31st-Ave-94121/801c3fcfec9e6ca6a03c,,,,,,,,,,,,,,,37.7813122,-122.4914204,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/007/452507.jpg?tsp=20161110152746
530 Chestnut St #C312,"San Francisco, CA, 94133",Neighborhood: North Beach,Condo,"2 bd, 2 ba","$1,060,000 ",2,"$1,988 + $326 (HOA)","$11,502 ","$53,000 ","North Beach Malt House, Residence #C312 pairs contemporary with a legacy of quality craftsmanship spanning more than one hundred years. Handsome concrete pillars frame a comfortably cool space in which to privately unwind.  The home's expansive deck is the place to enjoy a drink or BBQ with friends on warm Indian summer nights. Hardwood floors throughout the open-concept living space compliment the organic-inspired kitchen featuring maple cabinetry and granite work surfaces. Two generously proportioned and tranquil bedrooms, two full bathrooms, in-unit laundry Top it off with the convenience of deeded secure parking and bicycle storage. Where five o'clock is never too far away, that's how to serve up a tall glass of the good life.","Listing provided by Meredith Martin, Paragon Real Estate Group",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=319357,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/530-Chestnut-St-C312-94133/78d52c6256abfb206547,,,,,,,,,,,,,,,37.8041704,-122.4124849,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/073/449173.jpg?tsp=20160926171638
338 Potrero Ave #503,"San Francisco, CA, 94103",Neighborhood: Inner Mission,Condo,"2 bd, 2 ba","$1,062,000 ",2,"$1,992 + $317 (HOA)","$11,524 ","$53,100 ","An industrial chic collection of one-plus den, two-bedroom and three-bedroom homes, Rowan's nine stories and 70 condominiums feature floor-to-ceiling, wall-to-wall windows, open interior spaces and stunning city views. Designed by Handel Architects, residences incorporate exposed concrete elements, Domus and Domus Italian cabinetry, Bertazzoni appliances, finished hardwood flooring in living spaces, and designer carpet in bedrooms.  Rowan's amenities & services include: 3,250 square foot roof deck, zen garden, double height lobby with lobby attendant, secured parking, storage, and bike racks.  Model homes are designed and furnished by local designer Aubrey Maxwell.     Located at 338 Potrero Avenue, Rowan is a category defying structure.","Listing provided by Garrett R Frakes, Polaris Pacific",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=321657,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/338-Potrero-Ave-503-94103/5807969be7b34a253c8b,,,,,,,,,,,,,,,37.7652366,-122.4075214,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/097/453297.jpg?tsp=20170104154603
